state,homeownership,annual_income,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,risk_category_loan_status,balance,paid_total,paid_principal,paid_interest,default_flag,income_band,dti_bucket,dti_risk_bucket,utilization_alert,utilization_bucket
AZ,Rent,"50,000.00",9.36,30500,25035,Debt_Consolidation,5000,36,9.93%,161.18,B,2/1/2018,Current,Healthy,4514.80,641.96,485.20,156.76,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
NV,Mortgage,"75,000.00",11.57,43434,32259,Debt_Consolidation,10000,60,16.02%,243.29,C,1/1/2018,Current,Healthy,9436.20,1207.55,563.80,643.75,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
KY,Mortgage,"55,000.00",10.56,29238,20674,Home_Improvement,6500,36,9.44%,208.04,B,2/1/2018,Current,Healthy,5864.93,825.34,635.07,190.27,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Mortgage,"58,000.00",34.49,98049,69482,Debt_Consolidation,10000,36,16.02%,351.67,C,1/1/2018,Current,Healthy,8879.63,1749.45,1120.37,629.08,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
AZ,Rent,"80,000.00",22.65,77014,52511,Credit_Card,28000,36,14.07%,957.93,C,2/1/2018,Current,Healthy,26088.88,2851.90,1911.12,940.78,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Own,"88,000.00",3.47,41000,5040,Debt_Consolidation,30000,60,17.09%,747.03,D,1/1/2018,Current,Healthy,27550.71,4456.67,2449.29,2007.38,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Own,"70,000.00",35.95,159402,117084,Debt_Consolidation,6000,36,12.62%,201.07,C,2/1/2018,Current,Healthy,5439.35,804.28,560.65,243.63,0,Medium (50k-100k),Risky (>30%),High,Safe,High
FL,Rent,"54,750.00",21.44,542210,559372,Credit_Card,30000,60,16.01%,729.71,C,3/1/2018,Current,Healthy,28998.37,2162.45,1001.63,1160.82,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
CO,Rent,"64,000.00",18.56,78055,80865,Debt_Consolidation,10000,36,10.91%,326.97,B,1/1/2018,Current,Healthy,8798.08,1628.79,1201.92,426.87,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
NY,Own,"86,000.00",29.97,110138,73595,Debt_Consolidation,30000,60,16.02%,729.87,C,1/1/2018,Current,Healthy,28655.90,2892.78,1344.10,1548.68,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
VA,Own,"50,000.00",20.04,291500,19242,Credit_Card,7000,36,11.98%,232.44,B,2/1/2018,Current,Healthy,6507.45,692.66,492.55,200.11,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
LA,Own,"48,000.00",1.5,19900,1783,Major_Purchase,40000,36,7.35%,1241.5,A,2/1/2018,Current,Healthy,35977.23,4949.67,4022.77,926.90,0,Low (<50k),Healthy (<15%),Low,Safe,High
IL,Rent,"38,000.00",15,25561,18074,Medical,5000,36,15.04%,173.43,C,2/1/2018,Current,Healthy,4663.53,516.11,336.47,179.64,0,Low (<50k),Manageable (15-30%),Low,Safe,High
IN,Mortgage,"75,000.00",22.64,150284,43906,Debt_Consolidation,12000,60,13.58%,276.62,C,3/1/2018,Current,Healthy,11572.73,802.71,427.27,375.44,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
AL,Mortgage,"59,871.00",29.17,76313,23421,Debt_Consolidation,10000,36,7.97%,313.23,A,2/1/2018,Current,Healthy,9254.63,957.40,745.37,212.03,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Mortgage,"40,000.00",94.29,300926,253219,Other,16000,36,20.39%,597.81,D,2/1/2018,Current,Healthy,14662.62,2373.12,1337.38,1035.74,0,Low (<50k),Risky (>30%),High,Maxed Out,High
WV,Mortgage,"40,000.00",35.16,104753,74328,Other,2000,36,10.42%,64.93,B,2/1/2018,Current,Healthy,1807.25,258.56,192.75,65.81,0,Low (<50k),Risky (>30%),High,Safe,High
NY,Mortgage,"100,000.00",21.98,167965,78563,Debt_Consolidation,13000,36,7.97%,407.2,A,2/1/2018,Current,Healthy,11703.72,1605.78,1296.28,309.50,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TN,Mortgage,"233,000.00",14.94,510848,119482,Other,25000,36,9.93%,805.86,B,2/1/2018,Current,Healthy,22574.16,3195.86,2425.84,770.02,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"95,000.00",14.05,176970,21363,Debt_Consolidation,10000,36,19.03%,366.72,D,2/1/2018,Current,Healthy,9147.44,1456.31,852.56,603.75,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MI,Rent,"20,000.00",3.6,7013,4019,Debt_Consolidation,5000,36,10.42%,162.33,B,2/1/2018,Current,Healthy,4518.12,646.43,481.88,164.55,0,Low (<50k),Healthy (<15%),Low,Safe,High
IL,Rent,"89,000.00",23.72,194210,62262,Debt_Consolidation,16000,36,7.35%,496.6,A,1/1/2018,Current,Healthy,13982.44,2469.93,2017.56,452.37,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
FL,Own,"26,895.00",2.98,127300,479,Major_Purchase,12000,60,15.05%,285.8,C,1/1/2018,Late (31-120 Days),Delinquent,11739.51,847.32,260.49,571.83,1,Low (<50k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"110,000.00",2.1,23600,7724,Credit_Card,8500,36,13.59%,288.83,C,1/1/2018,Current,Healthy,7516.46,1437.73,983.54,454.19,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"200,000.00",4.66,620222,10393,Home_Improvement,40000,36,5.31%,1204.42,A,3/1/2018,Late (31-120 Days),Delinquent,38972.58,1192.62,1027.42,165.20,1,High (>100k),Healthy (<15%),Low,Safe,High
NY,Mortgage,"64,000.00",13.54,97418,21352,Debt_Consolidation,20000,60,21.45%,546.15,D,1/1/2018,Current,Healthy,19027.60,2706.92,972.40,1734.52,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
ID,Rent,"80,500.00",32.71,154675,149649,Debt_Consolidation,32000,60,26.30%,963.79,E,2/1/2018,Current,Healthy,30915.15,3761.65,1084.85,2676.80,0,Medium (50k-100k),Risky (>30%),Medium,Maxed Out,High
VA,Mortgage,"130,000.00",12.44,470893,82425,Credit_Card,29825,36,6.08%,908.42,A,1/1/2018,Current,Healthy,25999.90,4521.95,3825.10,696.85,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"47,000.00",18.23,156000,20065,Major_Purchase,2500,36,18.06%,90.46,D,1/1/2018,Fully Paid,Healthy,0.00,2576.75,2500.00,76.75,0,Low (<50k),Manageable (15-30%),Low,Safe,High
WA,Rent,"130,000.00",15.07,104243,53484,Debt_Consolidation,12000,36,7.96%,375.82,A,3/1/2018,Current,Healthy,11105.43,1122.15,894.57,227.58,0,High (>100k),Manageable (15-30%),Low,Safe,High
OH,Rent,"31,000.00",30.89,46069,32817,Debt_Consolidation,8000,36,20.00%,297.31,D,1/1/2018,Current,Healthy,7152.33,1477.66,847.67,629.99,0,Low (<50k),Risky (>30%),Medium,Safe,High
NY,Rent,"50,000.00",4.99,37695,5988,Small_Business,20000,36,12.61%,670.13,C,3/1/2018,Current,Healthy,13593.30,6996.38,6406.70,589.68,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NE,Own,"37,000.00",6.26,29900,7547,Credit_Card,6000,36,6.08%,182.75,A,2/1/2018,Current,Healthy,5540.63,552.30,459.37,92.93,0,Low (<50k),Healthy (<15%),Low,Safe,High
FL,Own,"61,000.00",10.58,35854,13042,Home_Improvement,6000,36,13.58%,203.85,C,3/1/2018,Current,Healthy,5587.52,602.50,412.48,190.02,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
WA,Rent,"32,900.00",30.35,27200,20485,Debt_Consolidation,20000,36,15.05%,693.8,C,2/1/2018,Current,Healthy,18194.52,2733.39,1805.48,927.91,0,Low (<50k),Risky (>30%),Medium,Safe,High
NJ,Mortgage,"92,000.00",18.41,336709,29973,Debt_Consolidation,16000,36,5.31%,481.77,A,3/1/2018,Current,Healthy,14761.63,1440.59,1238.37,202.22,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
GA,Mortgage,"120,000.00",17.91,338012,38575,Debt_Consolidation,24000,36,7.35%,744.9,A,1/1/2018,Current,Healthy,20973.65,3704.90,3026.35,678.55,0,High (>100k),Manageable (15-30%),Low,Safe,High
MD,Mortgage,"116,000.00",11.52,611997,266695,Home_Improvement,6000,36,7.34%,186.2,A,3/1/2018,Current,Healthy,5700.09,367.51,299.91,67.60,0,High (>100k),Healthy (<15%),Low,Safe,High
NJ,Rent,"92,000.00",13.71,90501,42990,Debt_Consolidation,12000,36,7.97%,375.88,A,2/1/2018,Fully Paid,Healthy,0.00,12005.98,12000.00,5.98,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
VA,Own,"167,000.00",21.9,105963,79443,Credit_Card,35000,36,19.03%,1283.5,D,2/1/2018,Current,Healthy,32016.12,5059.99,2983.88,2076.11,0,High (>100k),Manageable (15-30%),Medium,Safe,High
AZ,Mortgage,"67,400.00",41.35,358633,84130,Credit_Card,22000,60,16.02%,535.24,C,2/1/2018,Current,Healthy,21014.32,2140.96,985.68,1155.28,0,Medium (50k-100k),Risky (>30%),High,Safe,High
MI,Mortgage,"31,000.00",21.33,47294,24234,Major_Purchase,2000,36,11.98%,66.41,B,3/1/2018,Current,Healthy,1906.65,131.49,93.35,38.14,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"50,000.00",4.37,349329,5245,Debt_Consolidation,10000,36,6.08%,304.59,A,2/1/2018,Current,Healthy,8976.56,1214.98,1023.44,191.54,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
AK,Rent,"75,000.00",28.42,111371,111819,Debt_Consolidation,10000,36,7.96%,313.18,A,3/1/2018,Current,Healthy,9179.50,1005.70,820.50,185.20,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
TN,Mortgage,"54,000.00",13.37,186841,20164,Credit_Card,10000,36,13.59%,339.79,C,1/1/2018,Current,Healthy,8841.35,1691.40,1158.65,532.75,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CT,Rent,"115,000.00",27.78,90604,75117,Debt_Consolidation,25000,60,30.79%,821.01,G,1/1/2018,Current,Healthy,24054.97,4019.52,945.03,3074.49,0,High (>100k),Manageable (15-30%),Medium,Maxed Out,High
CA,Rent,"45,000.00",28.67,61297,51889,Debt_Consolidation,10000,36,13.58%,339.74,C,2/1/2018,Current,Healthy,9078.21,1343.87,921.79,422.08,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
CO,Rent,"79,312.00",30.9,140287,108496,Debt_Consolidation,8000,36,14.08%,273.74,C,2/1/2018,Current,Healthy,7267.74,1088.70,732.26,356.44,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
NY,Mortgage,"155,000.00",27.35,332989,110312,Debt_Consolidation,20000,36,6.08%,609.17,A,1/1/2018,Current,Healthy,17434.96,3039.09,2565.04,474.05,0,High (>100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"126,000.00",23.24,123700,61644,Credit_Card,20000,36,7.35%,620.75,A,1/1/2018,Current,Healthy,17478.04,3095.58,2521.96,573.62,0,High (>100k),Manageable (15-30%),Medium,Safe,High
FL,Own,"23,000.00",24.93,28100,17347,House,6000,36,12.61%,201.04,C,3/1/2018,Current,Healthy,5581.66,598.92,418.34,180.58,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"65,000.00",12.26,36326,26805,Debt_Consolidation,9000,36,10.42%,292.19,B,2/1/2018,Current,Healthy,8132.62,1158.34,867.38,290.96,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Mortgage,"66,900.00",30.68,205368,55144,Credit_Card,15000,60,14.08%,349.65,C,2/1/2018,Current,Healthy,14293.08,1369.27,706.92,662.35,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
NJ,Mortgage,"72,000.00",15.23,250731,37341,House,15000,60,9.93%,318.19,B,2/1/2018,Current,Healthy,14214.05,1264.48,785.95,478.53,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
OK,Mortgage,"50,000.00",13.56,250444,33541,Credit_Card,4000,36,5.32%,120.46,A,1/1/2018,Current,Healthy,3380.89,699.94,619.11,80.83,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MI,Rent,"137,000.00",6.93,176803,160223,Car,24000,36,11.99%,797.03,B,2/1/2018,Current,Healthy,21737.45,3172.13,2262.55,909.58,0,High (>100k),Healthy (<15%),Low,Maxed Out,High
NC,Mortgage,"78,000.00",21.76,304994,55468,Debt_Consolidation,28000,36,11.99%,929.87,B,1/1/2018,In Grace Period,Delinquent,25360.35,3700.83,2639.65,1061.18,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"30,000.00",1,24433,24620,Major_Purchase,4000,36,10.90%,130.77,B,3/1/2018,Current,Healthy,3556.59,509.12,443.41,65.71,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
CA,Rent,"21,000.00",20.91,23200,12773,Other,14000,60,19.03%,363.4,D,1/1/2018,Current,Healthy,13270.30,1787.40,729.70,1057.70,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"62,000.00",28.44,70038,46835,Moving,5000,36,26.30%,202.26,E,2/1/2018,Fully Paid,Healthy,0.00,5331.91,5000.00,331.91,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
WA,Mortgage,"160,000.00",13.68,432309,177431,Home_Improvement,20000,36,6.72%,614.99,A,1/1/2018,Current,Healthy,17456.72,3067.48,2543.28,524.20,0,High (>100k),Healthy (<15%),Low,Safe,High
TX,Own,"95,000.00",15.98,197172,39524,Debt_Consolidation,40000,60,14.08%,932.39,C,2/1/2018,Current,Healthy,38114.92,3698.27,1885.08,1813.19,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
CA,Rent,"60,000.00",16.36,43545,38326,Vacation,7000,36,15.05%,242.83,C,1/1/2018,Current,Healthy,6205.12,1202.44,794.88,407.56,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
CO,Mortgage,"93,000.00",19.29,655597,77415,Home_Improvement,26475,60,16.02%,644.11,C,1/1/2018,Current,Healthy,24982.33,3173.42,1492.67,1680.75,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"120,000.00",22.74,514504,93452,Credit_Card,35000,36,9.93%,1128.21,B,2/1/2018,Current,Healthy,31603.79,4551.46,3396.21,1155.25,0,High (>100k),Manageable (15-30%),Medium,Safe,High
MA,Rent,"58,000.00",31.92,109105,103891,Debt_Consolidation,21000,36,16.02%,738.51,C,2/1/2018,Current,Healthy,19130.33,2916.66,1869.67,1046.99,0,Medium (50k-100k),Risky (>30%),Medium,Maxed Out,High
AZ,Rent,"65,000.00",8.95,20907,7076,Major_Purchase,12000,36,10.42%,389.58,B,2/1/2018,Current,Healthy,10843.53,1551.37,1156.47,394.90,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
GA,Rent,"28,000.00",8.96,35850,30242,Debt_Consolidation,5000,36,15.05%,173.45,C,1/1/2018,Current,Healthy,3670.68,1583.07,1329.32,253.75,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
GA,Mortgage,"111,000.00",4.7,158522,13571,Home_Improvement,4850,36,7.97%,151.92,A,2/1/2018,Fully Paid,Healthy,0.00,4889.29,4850.00,39.29,0,High (>100k),Healthy (<15%),Low,Safe,High
CO,Rent,"70,000.00",19.65,52099,24052,Debt_Consolidation,24000,36,9.43%,768.01,B,3/1/2018,Current,Healthy,22248.07,2291.46,1751.93,539.53,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NC,Rent,"57,500.00",8.97,29650,4659,Other,20000,60,13.58%,461.03,C,3/1/2018,Current,Healthy,19287.91,1368.00,712.09,655.91,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
TX,Own,"133,500.00",38.93,335329,227973,Credit_Card,35000,36,15.05%,1214.15,C,1/1/2018,Current,Healthy,31025.59,6260.97,3974.41,2286.56,0,High (>100k),Risky (>30%),High,Safe,High
NV,Rent,"40,000.00",25.83,130311,97437,Debt_Consolidation,16000,60,13.58%,368.82,C,3/1/2018,Current,Healthy,15430.34,1058.18,569.66,488.52,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
MI,Mortgage,"143,000.00",25.29,375728,191615,Credit_Card,12000,36,7.34%,372.4,A,3/1/2018,Current,Healthy,10696.46,1435.01,1303.54,131.47,0,High (>100k),Manageable (15-30%),Medium,Safe,High
AZ,Mortgage,"32,000.00",24.53,134036,23037,Debt_Consolidation,14000,60,13.59%,322.79,C,1/1/2018,Current,Healthy,13159.99,1603.38,840.01,763.37,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Rent,"45,000.00",23.81,75820,50750,Credit_Card,20000,36,11.99%,664.2,B,2/1/2018,Current,Healthy,18114.51,2643.48,1885.49,757.99,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
OR,Rent,"35,000.00",17.35,24297,19026,Debt_Consolidation,22000,60,21.85%,605.75,D,3/1/2018,Current,Healthy,21275.50,1858.11,724.50,1133.61,0,Low (<50k),Manageable (15-30%),Low,Safe,High
FL,Rent,"72,000.00",9.65,130126,93651,Credit_Card,12000,36,7.35%,372.45,A,2/1/2018,Current,Healthy,10793.17,1484.90,1206.83,278.07,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
VA,Rent,"58,000.00",31.91,63562,38496,Debt_Consolidation,18125,60,20.00%,480.21,D,2/1/2018,Current,Healthy,17394.48,1940.98,730.52,1210.46,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
WI,Mortgage,"80,000.00",19.29,214663,49164,Debt_Consolidation,32000,60,21.45%,873.83,D,1/1/2018,Current,Healthy,30435.92,4273.82,1564.08,2709.74,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"155,000.00",16.67,315667,92495,Major_Purchase,30000,60,12.61%,676.62,C,3/1/2018,Current,Healthy,28904.46,2008.84,1095.54,913.30,0,High (>100k),Manageable (15-30%),Low,Safe,High
IL,Mortgage,"50,000.00",19.97,176928,30241,Debt_Consolidation,15000,36,12.62%,502.67,C,1/1/2018,Current,Healthy,13238.74,2492.32,1761.26,731.06,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
FL,Rent,"38,000.00",25.55,93390,94989,Debt_Consolidation,10000,60,20.39%,267.12,D,3/1/2018,Current,Healthy,9703.41,790.03,296.59,493.44,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
OH,Mortgage,"110,000.00",22.52,193578,87190,Debt_Consolidation,22000,36,5.32%,662.53,A,1/1/2018,Current,Healthy,19149.86,3299.65,2850.14,449.51,0,High (>100k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"81,000.00",32.35,108555,67815,Debt_Consolidation,25000,60,12.61%,563.85,C,3/1/2018,Current,Healthy,24087.05,1656.52,912.95,743.57,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
AZ,Mortgage,"128,000.00",9.99,348515,56831,Home_Improvement,16000,36,5.31%,481.77,A,3/1/2018,Current,Healthy,15176.24,958.82,823.76,135.06,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Own,"197,280.00",21.12,576110,105626,Other,10000,36,10.91%,326.97,B,1/1/2018,Current,Healthy,8798.08,1628.79,1201.92,426.87,0,High (>100k),Manageable (15-30%),Medium,Safe,High
MS,Mortgage,"35,000.00",40.5,75519,43066,Debt_Consolidation,7200,36,15.05%,249.77,C,1/1/2018,Current,Healthy,6383.01,1259.27,816.99,442.28,0,Low (<50k),Risky (>30%),High,Safe,High
TN,Mortgage,"142,500.00",7.19,71963,38759,Debt_Consolidation,25000,60,10.91%,542.44,B,2/1/2018,Current,Healthy,23722.11,2154.61,1277.89,876.72,0,High (>100k),Healthy (<15%),Low,Safe,High
WI,Rent,"34,000.00",16.13,17800,11854,Credit_Card,12000,36,17.47%,430.65,D,3/1/2018,Current,Healthy,11220.92,1280.30,779.08,501.22,0,Low (<50k),Manageable (15-30%),Low,Safe,High
TX,Rent,"60,000.00",9.06,29200,10537,Debt_Consolidation,3600,36,7.97%,112.77,A,2/1/2018,Current,Healthy,3331.65,336.72,268.35,68.37,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"55,000.00",10.34,82373,21853,Debt_Consolidation,4800,36,7.35%,148.98,A,1/1/2018,Current,Healthy,4194.73,740.98,605.27,135.71,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"30,000.00",32.52,106800,28705,Other,5600,36,9.44%,179.23,B,1/1/2018,Current,Healthy,4913.40,893.21,686.60,206.61,0,Low (<50k),Risky (>30%),Medium,Safe,High
OH,Own,"23,920.00",12.29,16140,8352,Major_Purchase,12000,60,14.07%,279.66,C,3/1/2018,Current,Healthy,11578.21,829.60,421.79,407.81,0,Low (<50k),Healthy (<15%),Low,Safe,High
CT,Mortgage,"72,000.00",38.68,343991,76353,Debt_Consolidation,14000,36,18.06%,506.56,D,2/1/2018,Current,Healthy,12789.57,2012.19,1210.43,801.76,0,Medium (50k-100k),Risky (>30%),High,Safe,High
KY,Mortgage,"45,000.00",36.53,327442,60196,Credit_Card,23000,60,26.77%,699.16,E,3/1/2018,Current,Healthy,22429.25,2029.07,570.75,1458.32,0,Low (<50k),Risky (>30%),High,Safe,High
CA,Mortgage,"80,000.00",15.5,241764,26833,Credit_Card,13000,60,12.62%,293.27,C,1/1/2018,Fully Paid,Healthy,0.00,13149.68,13000.00,149.68,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NV,Mortgage,"80,000.00",21.26,187332,69083,Credit_Card,10000,36,7.35%,310.38,A,1/1/2018,Current,Healthy,8994.29,1248.87,1005.71,227.64,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"51,921.00",31.53,75000,26242,Credit_Card,25000,36,12.61%,837.67,C,3/1/2018,Current,Healthy,23256.93,2477.98,1743.07,734.91,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
NC,Mortgage,"140,000.00",5.71,310206,34644,Medical,10000,36,5.32%,301.15,A,2/1/2018,Current,Healthy,8965.88,1201.64,1034.12,167.52,0,High (>100k),Healthy (<15%),Low,Safe,High
NY,Rent,"45,000.00",1.79,9300,3343,Debt_Consolidation,4200,36,12.62%,140.75,C,1/1/2018,Current,Healthy,3706.84,700.81,493.16,207.65,0,Low (<50k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"100,000.00",13.73,71985,52051,Home_Improvement,12000,60,9.93%,254.56,B,1/1/2018,Current,Healthy,11210.75,1266.18,789.25,476.93,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MS,Own,"60,000.00",12.82,53800,28004,Debt_Consolidation,20000,36,19.42%,737.38,D,3/1/2018,Current,Healthy,18738.67,2190.56,1261.33,929.23,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OR,Mortgage,"250,000.00",22.42,842970,150884,Credit_Card,15000,60,9.92%,318.12,B,3/1/2018,Current,Healthy,14412.81,946.09,587.19,358.90,0,High (>100k),Manageable (15-30%),Medium,Safe,High
MI,Rent,"42,000.00",27.74,53101,40654,Credit_Card,15000,36,5.31%,451.66,A,3/1/2018,Current,Healthy,13839.02,1350.56,1160.98,189.58,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
IL,Rent,"47,000.00",28.19,83896,43095,Home_Improvement,10200,36,10.41%,331.1,B,3/1/2018,Current,Healthy,9123.86,1319.30,1076.14,243.16,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Rent,"32,000.00",14.82,30651,17592,House,8000,36,17.47%,287.1,D,3/1/2018,Current,Healthy,7480.61,871.78,519.39,352.39,0,Low (<50k),Healthy (<15%),Low,Safe,High
MD,Rent,"92,000.00",25.3,119214,103137,Debt_Consolidation,16000,60,21.45%,436.92,D,1/1/2018,Current,Healthy,15217.94,2146.47,782.06,1364.41,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
FL,Own,"85,000.00",3.52,54300,9239,Credit_Card,6000,36,5.32%,180.69,A,1/1/2018,Current,Healthy,4768.27,1351.68,1231.73,119.95,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Mortgage,"240,000.00",15.46,194829,124795,Debt_Consolidation,28000,36,7.35%,869.05,A,2/1/2018,Current,Healthy,25894.51,2595.72,2105.49,490.23,0,High (>100k),Manageable (15-30%),Low,Safe,High
CT,Mortgage,"130,000.00",19.73,384998,77209,Debt_Consolidation,24200,60,9.43%,507.42,B,3/1/2018,Current,Healthy,23240.76,1509.58,959.24,550.34,0,High (>100k),Manageable (15-30%),Low,Safe,High
NJ,Rent,"84,000.00",14.24,39861,28779,Moving,9600,36,12.62%,321.71,C,1/1/2018,Current,Healthy,8473.03,1601.82,1126.97,474.85,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"60,000.00",28.02,78279,50398,Debt_Consolidation,11200,36,10.41%,363.56,B,3/1/2018,Current,Healthy,10393.84,1099.32,806.16,293.16,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NC,Mortgage,"59,500.00",27.83,108547,44492,Debt_Consolidation,12000,36,10.42%,389.58,B,1/1/2018,Current,Healthy,10843.53,1551.37,1156.47,394.90,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"175,900.00",12.51,519176,106249,Debt_Consolidation,18000,60,10.41%,386.09,B,2/1/2018,Current,Healthy,17304.18,1147.86,695.82,452.04,0,High (>100k),Healthy (<15%),Low,Safe,High
MD,Mortgage,"115,000.00",24.28,428828,78406,Other,12000,60,16.01%,291.89,C,2/1/2018,Current,Healthy,11599.33,865.00,400.67,464.33,0,High (>100k),Manageable (15-30%),Medium,Safe,High
CA,Mortgage,"50,000.00",18.18,511656,49546,Debt_Consolidation,12800,60,13.59%,295.12,C,2/1/2018,Current,Healthy,11980.96,1370.82,819.04,551.78,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NC,Mortgage,"45,000.00",11.65,128307,143970,Debt_Consolidation,8000,36,14.08%,273.74,C,2/1/2018,Current,Healthy,7267.74,1069.93,732.26,337.67,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
AR,Own,"300,000.00",0.74,68417,5853,Medical,4200,36,6.72%,129.15,A,2/1/2018,Fully Paid,Healthy,0.00,4207.05,4200.00,7.05,0,High (>100k),Healthy (<15%),Low,Safe,High
